"refseq_mrna","hgnc_symbol","prot_length"
"NM_001387335","MANBAL",86
"NM_001376532","MANBAL",86
"NM_001369743","MANBAL",86
"NM_001369742","MANBAL",86
"NM_022077","MANBAL",86
"NM_015514","NGDN",312
"NM_001077349","ZNF682",467
"NM_000070","CAPN3",822
"NM_033196","ZNF682",499
"NM_001362914","DDHD2",712
"NM_015214","DDHD2",712
"NM_001362913","DDHD2",712
"NM_001362912","DDHD2",712
"NM_001362911","DDHD2",712
"NM_001029880","SFMBT2",895
"NM_001387889","SFMBT2",895
"NM_001387891","SFMBT2",895
"NM_032598","SPATA22",364
"NM_001350668","SCMH1",578
"NM_001195252","APTX",271
"NM_001242413","PRKCQ",644
"NM_152869","RGN",300
"NM_001282848","RGN",300
"NM_001100112","MYH2",1942
"NM_000430","PAFAH1B1",411
"NM_032642","WNT5B",360
"NM_173088","CAPN3",310
"NM_173090","CAPN3",157
"NM_052946","NOSTRIN",429
"NM_001171632","NOSTRIN",479
"NM_182801","EGFLAM",153
"NM_001102371","FOXRED2",685
"NM_001288744","CMTM5",106
"NM_031946","AGAP3",912
"NM_001350102","AGAP3",912
"NM_172314","IL25",162
"NM_001351097","IL15RA",172
"NM_001256765","IL15RA",354
"NM_001351096","IL15RA",253
"NM_001198793","ARPC4-TTLL3",626
"NM_005718","ARPC4",169
"NM_001291897","INS",111
"NM_001185098","INS",111
"NM_001294345","NINJ2",136
"NM_020372","SLC22A17",650
"NM_001258452","FBH1",987
"NM_001258453","FBH1",987
"NM_001042376","INS-IGF2",201
"NM_213600","PLA2G4F",850
"NM_145661","APOL4",108
"NM_001360551","PABPN1",297
"NM_001136540","APOL1",399
"NM_003661","APOL1",399
"NM_172168","NOXO1",377
"NM_001362746","REPIN1",568
"NM_001388047","REPIN1",568
"NM_001388046","REPIN1",568
"NM_001388048","REPIN1",568
"NM_001388054","REPIN1",568
"NM_001388052","REPIN1",568
"NM_001388055","REPIN1",568
"NM_001388059","REPIN1",568
"NM_013400","REPIN1",568
"NM_001388053","REPIN1",568
"NM_001388051","REPIN1",568
"NM_001388057","REPIN1",568
"NM_001388062","REPIN1",568
"NM_001388060","REPIN1",568
"NM_001388061","REPIN1",568
"NM_001388063","REPIN1",568
"NM_001350942","ACTR3B",331
"NM_001350941","ACTR3B",331
"NM_001350945","ACTR3B",331
"NM_001350940","ACTR3B",331
"NM_001350946","ACTR3B",331
"NM_001350943","ACTR3B",331
"NM_001009959","ERMN",298
"NM_145641","APOL3",203
"NM_001321546","PLAA",796
"NM_001031689","PLAA",796
"NM_001393606","APOL3",203
"NM_021134","MRPL23",154
"NM_001114632","JMJD7",317
"NM_001367846","TNNT3",270
"NM_001367849","TNNT3",240
"NM_001267040","JARID2",1075
"NM_001351466","ELAVL2",360
"NM_001385696","ELAVL2",360
"NM_001351472","ELAVL2",360
"NM_001351468","ELAVL2",360
"NM_004432","ELAVL2",360
"NM_001351467","ELAVL2",360
"NM_001351473","ELAVL2",360
"NM_001351469","ELAVL2",360
"NM_001351474","ELAVL2",360
"NM_001385703","ELAVL2",360
"NM_001385702","ELAVL2",360
"NM_001351476","ELAVL2",360
"NM_001351471","ELAVL2",360
"NM_001385705","ELAVL2",360
"NM_001185022","CLDN7",212
"NM_001008710","RBPMS",197
"NM_021808","GALNT9",238
"NM_001382811","MB",155
"NM_005368","MB",155
"NM_203378","MB",155
"NM_001033082","MYCL",395
"NM_175066","DDX51",667
"NM_001287340","NADK2",280
"NM_152764","MEIOB",443
"NM_001164508","NEB",8526
"NM_001271208","NEB",8526
"NM_001376798","SIRT5",311
"NM_001376801","SIRT5",311
"NM_001040427","HAGH",261
"NM_017745","BCOR",1722
"NM_005326","HAGH",309
"NM_001363912","HAGH",309
"NM_024567","HMBOX1",421
"NM_022478","CDH24",820
"NM_144647","CAPSL",209
"NM_004420","DUSP8",626
"NM_023936","MRPS34",219
"NM_001282968","C14orf93",359
"NM_001282969","C14orf93",359
"NM_001130706","C14orf93",539
"NM_001278234","LMCD1",254
"NM_198086","AJUBA",122
"NM_024623","OGFOD2",291
"NM_133642","LARGE1",757
"NM_001378626","LARGE1",757
"NM_001025239","TSPAN4",175
"NM_003271","TSPAN4",239
"NM_001025237","TSPAN4",239
"NM_001025234","TSPAN4",239
"NM_001025236","TSPAN4",239
"NM_001025235","TSPAN4",239
"NM_014371","AKAP8L",647
"NM_001025238","TSPAN4",239
"NM_020825","CRAMP1",1270
"NM_004357","CD151",254
"NM_139030","CD151",254
"NM_001039490","CD151",254
"NM_001257990","FBXO7",409
"NM_001282956","PRMT5",467
"NM_001039619","PRMT5",621
"NM_001198863","CPNE1",538
"NM_152926","CPNE1",538
"NM_152925","CPNE1",538
"NM_152928","CPNE1",538
"NM_152927","CPNE1",538
"NM_001178003","CFAP251",942
"NM_001199322","BLOC1S5",188
"NM_201280","BLOC1S5",188
"NM_175613","CNTN4",699
"NM_001206956","CNTN4",699
"NM_001206955","CNTN4",1027
"NM_001321234","LYPD1",142
"NM_144586","LYPD1",142
"NM_006604","RFPL3",289
"NM_001098200","GPR18",332
"NM_005292","GPR18",332
"NM_001286464","BAIAP3",1170
"NM_001253387","CHL1",1209
"NM_180982","MRPL52",123
"NM_173174","PTK2B",1010
"NM_181307","MRPL52",88
"NM_001384408","TMEM80",144
"NM_001042463","TMEM80",144
"NM_174940","TMEM80",124
"NM_003345","UBE2I",159
"NM_194259","UBE2I",159
"NM_001286649","STK24",413
"NM_021144","PSIP1",334
"NM_001164501","EIF4ENIF1",986
"NM_007186","CEP250",2443
"NM_001318219","CEP250",2443
"NM_001126105","SLC7A7",512
"NM_207380","CCDC9B",491
"NM_001077657","SMCO1",215
"NM_001320473","SMCO1",215
"NM_001105558","WEE2",568
"NM_021924","CDHR5",846
"NM_017950","CCDC40",1143
"NM_177404","MAGEB1",348
"NM_177415","MAGEB1",348
"NM_207311","BICDL1",574
"NM_030647","KDM7A",942
"NM_012333","MYCBP",104
"NM_033503","BMF",185
"NM_001369459","NFIB",562
"NM_001369461","NFIB",562
"NM_001369462","NFIB",488
"NM_001369469","NFIB",488
"NM_001369475","NFIB",488
"NM_001369464","NFIB",488
"NM_001369458","NFIB",571
"NM_001143993","RASSF7",338
"NM_003475","RASSF7",374
"NM_001142273","CLASP1",1480
"NM_004824","CDYL",545
"NM_001368126","CDYL",545
"NM_001382656","MBNL2",362
"NM_001382653","MBNL2",362
"NM_001382651","MBNL2",362
"NM_001382654","MBNL2",362
"NM_001382660","MBNL2",362
"NM_001382652","MBNL2",362
"NM_001382677","MBNL2",362
"NM_001382696","MBNL2",362
"NM_203388","RNH1",462
"NM_203389","RNH1",462
"NM_001171025","PTPRD",1506
"NM_001377946","PTPRD",1506
"NM_173611","FAM98B",434
"NM_001377947","PTPRD",1503
"NM_001040712","PTPRD",1503
"NM_203385","RNH1",462
"NM_203383","RNH1",462
"NM_002939","RNH1",462
"NM_172316","MEIS2",307
"NM_153350","FBXL16",480
"NM_032842","TMEM209",562
"NM_015167","JMJD6",404
"NM_001031740","MANEAL",251
"NM_001535","PRMT2",434
"NM_001113324","TEN1",124
"NM_001303256","MORC2",1033
"NM_001303257","MORC2",1033
"NM_013992","PAX8",288
"NM_024549","TCTN1",574
"NM_001082538","TCTN1",593
"NM_002501","NFIX",442
"NM_001365982","NFIX",442
"NM_001040162","METTL26",128
"NM_001040165","METTL26",186
"NM_001040160","METTL26",206
"NM_013312","HOOK2",720
"NM_005787","ALG3",439
"NM_152272","CHMP7",454
"NM_001286463","C21orf58",217
"NM_001286477","C21orf58",217
"NM_001286476","C21orf58",217
"NM_001286462","C21orf58",217
"NM_001314024","YBEY",80
"NM_001314023","YBEY",123
"NM_001314025","YBEY",168
"NM_001042495","SLC12A6",1092
"NM_001042497","SLC12A6",1136
"NM_001321510","SEPTIN10",455
"NM_001321496","SEPTIN10",455
"NM_144710","SEPTIN10",455
"NM_001321514","SEPTIN10",455
"NM_001321506","SEPTIN10",432
"NM_001321511","SEPTIN10",432
"NM_001321505","SEPTIN10",432
"NM_001321504","SEPTIN10",432
"NM_001321502","SEPTIN10",432
"NM_178584","SEPTIN10",432
"NM_001321509","SEPTIN10",432
"NM_001321515","SEPTIN10",432
"NM_001286436","NME4",118
"NM_001001438","LSS",733
"NM_002340","LSS",733
"NM_152601","ZNF709",642
"NM_206965","FTCD",542
"NM_025239","PDCD1LG2",274
"NM_001320412","FTCD",573
"NM_000245","MET",1391
"NM_001324402","MET",1391
"NM_032846","RAB2B",217
"NM_001163380","RAB2B",217
"NM_058174","COL6A2",919
"NM_001352688","SMIM30",60
"NM_152595","PGBD4",586
"NM_183337","RGS11",468
"NM_001369923","ASCC2",758
"NM_001369921","ASCC2",758
"NM_001369922","ASCC2",758
"NM_001243974","PPP3CC",522
"NM_025078","SLC66A2",272
"NM_001330420","LUC7L",273
"NM_001320226","LUC7L",326
"NM_005121","MED13",2175
"NM_172388","NFATC1",354
"NM_001352092","VEZT",723
"NM_001352096","VEZT",723
"NM_001352117","VEZT",723
"NM_001352107","VEZT",723
"NM_001352116","VEZT",723
"NM_001352118","VEZT",723
"NM_001352094","VEZT",723
"NM_001352095","VEZT",723
"NM_001352102","VEZT",723
"NM_001352106","VEZT",723
"NM_001352093","VEZT",723
"NM_001352113","VEZT",723
"NM_001352104","VEZT",723
"NM_001352097","VEZT",723
"NM_001352099","VEZT",723
"NM_001352103","VEZT",723
"NM_001352101","VEZT",723
"NM_001352105","VEZT",723
"NM_001352114","VEZT",723
"NM_002420","TRPM1",1604
"NM_005202","COL8A2",704
"NM_001039709","CBFA2T2",576
"NM_022370","ROBO3",1387
"NM_001346458","CEP83",702
"NM_016122","CEP83",702
"NM_001368039","CEP83",702
"NM_001368037","CEP83",702
"NM_001015054","MPG",282
"NM_001136482","C19orf38",231
"NM_001353890","SH3KBP1",666
"NM_031892","SH3KBP1",666
"NM_001353892","SH3KBP1",666
"NM_001353891","SH3KBP1",666
"NM_001316988","SLX9",216
"NM_001316984","SLX9",216
"NM_001316985","SLX9",216
"NM_001316987","SLX9",216
"NM_148911","CHRFAM7A",322
"NM_001042706","IQCJ",113
"NM_001037671","PLEKHG7",191
"NM_015313","ARHGEF12",1545
"NM_001282212","NDRG2",342
"NM_001282215","NDRG2",361
"NM_001354566","NDRG2",372
"NM_001354564","NDRG2",372
"NM_201539","NDRG2",372
"NM_001354558","NDRG2",372
"NM_201540","NDRG2",372
"NM_201537","NDRG2",372
"NM_001354562","NDRG2",372
"NM_001025100","MBP",198
"NM_001085430","C17orf67",91
"NM_001025092","MBP",161
"NM_001025090","MBP",172
"NM_001002879","THOC5",684
"NM_001002878","THOC5",684
"NM_014878","PUM3",649
"NM_001313","CRMP1",573
"NM_207362","CRACDL",963
"NM_002768","CHMP1A",197
"NM_001353800","ZNF846",534
"NM_001353799","ZNF846",534
"NM_001077624","ZNF846",534
"NM_001393403","TTC28",2482
"NM_001145418","TTC28",2482
"NM_198697","KRTAP12-3",97
"NM_001024383","NAV3",2386
"NM_024690","MUC16",14508
"NM_198690","KRTAP10-9",293
"NM_024653","PRKRIP1",185
"NM_001190807","CYB5A",125
"NM_001301065","TREH",553
"NM_003307","TRPM2",1504
"NM_001354021","NETO1",157
"NM_001354022","NETO1",157
"NM_138999","NETO1",157
"NM_001320350","TRPM2",1554
"NM_001112724","STK32A",397
"NM_005243","EWSR1",657
"NM_004232","SOCS6",536
"NM_024694","ADGB",1668
"NM_001271441","CFAP410",376
"NM_001287763","NSG1",186
"NM_001202465","ZMYND11",518
"NM_001370110","ZMYND11",518
"NM_006624","ZMYND11",603
"NM_001370119","ZMYND11",603
"NM_001370118","ZMYND11",603
"NM_002933","RNASE1",157
"NM_001362438","CDH7",786
"NM_004361","CDH7",786
"NM_198235","RNASE1",157
"NM_001353511","INTS10",711
"NM_001353512","INTS10",711
"NM_001353519","INTS10",711
"NM_001353513","INTS10",711
"NM_001353514","INTS10",711
"NM_001353515","INTS10",711
"NM_001353517","INTS10",711
"NM_001353521","INTS10",711
"NM_001353505","INTS10",711
"NM_001353510","INTS10",711
"NM_001353506","INTS10",711
"NM_018142","INTS10",711
"NM_001353507","INTS10",711
"NM_001353508","INTS10",711
"NM_001353509","INTS10",711
"NM_001353516","INTS10",711
"NM_001353518","INTS10",711
"NM_001353522","INTS10",711
"NM_001353520","INTS10",711
"NM_145185","MAP2K7",420
"NM_001297556","MAP2K7",427
"NM_001297555","MAP2K7",436
"NM_001366198","SERPINB8",375
"NM_198833","SERPINB8",375
"NM_001348369","SERPINB8",375
"NM_002640","SERPINB8",375
"NM_001348368","SERPINB8",375
"NM_001031848","SERPINB8",243
"NM_001385272","ANG",148
"NM_001097577","ANG",148
"NM_001385274","ANG",148
"NM_001164766","ZFHX3",2790
"NM_176819","DIPK2B",434
"NM_018656","SLC35E3",314
"NM_001354997","SLC35E3",314
"NM_001354998","SLC35E3",314
"NM_001352409","ALG9",441
"NM_001352410","ALG9",441
"NM_001352412","ALG9",441
"NM_001077692","ALG9",441
"NM_001352420","ALG9",441
"NM_001352421","ALG9",441
"NM_001352422","ALG9",441
"NM_001352423","ALG9",441
"NM_001352411","ALG9",441
"NM_001352416","ALG9",441
"NM_001352415","ALG9",441
"NM_001394195","RNASE11",200
"NM_001394190","RNASE11",200
"NM_001394189","RNASE11",200
"NM_001394194","RNASE11",200
"NM_001008892","NIPA2",361
"NM_004441","EPHB1",985
"NM_001379349","GRIP1",1077
"NM_001366723","GRIP1",1077
"NM_001366724","GRIP1",1077
"NM_021150","GRIP1",1077
"NM_003784","SERPINB7",381
"NM_001100814","PIP4P1",285
"NM_014742","TM9SF4",643
"NM_001030013","NPS",90
"NM_017984","ZCWPW1",649
"NM_080649","APEX1",319
"NM_080648","APEX1",319
"NM_001136105","COLCA2",155
"NM_001322167","TANGO2",215
"NM_001322166","TANGO2",215
"NM_001283186","TANGO2",215
"NM_001322169","TANGO2",215
"NM_005307","GRK4",501
"NM_182982","GRK4",579
"NM_201553","FGL1",313
"NM_152440","KICS2",446
"NM_001369880","AGPAT3",377
"NM_001037553","AGPAT3",377
"NM_001291979","NOP14",807
"NM_005730","CTDSP2",272
"NM_203397","MBLAC1",267
"NM_177991","DUSP15",133
"NM_003046","SLC7A2",698
"NM_001136024","NHS",1475
"NM_001388316","MGLL",304
"NM_001003794","MGLL",304
"NM_001388313","MGLL",304
"NM_001388317","MGLL",304
"NM_001388318","MGLL",304
"NM_001388314","MGLL",304
"NM_001008566","TPST2",378
"NM_001039937","INTS6",875
"NM_001322119","PDPR",780
"NM_001322118","PDPR",780
"NM_176801","ADD1",663
"NM_001354754","ADD1",738
"NM_001119","ADD1",738
"NM_001354755","ADD1",738
"NM_020854","RELCH",1217
"NM_001126102","HP",348
"NM_001363766","CRYAA",137
"NM_052932","TMEM123",209
"NM_001320108","RDH16",318
"NM_003708","RDH16",318
"NM_001349904","HPS4",709
"NM_001349899","HPS4",709
"NM_001349903","HPS4",709
"NM_022081","HPS4",709
"NM_001349900","HPS4",709
"NM_001349898","HPS4",709
"NM_001078170","RGPD2",1757
"NM_001393613","RGPD2",1757
"NM_001366300","KHSRP",712
"NM_003685","KHSRP",712
"NM_016063","HDDC2",205
"NM_001077503","TAC4",97
"NM_001168683","TXLNG",397
"NM_001321072","CBS",552
"NM_000071","CBS",552
"NM_001354010","CBSL",552
"NM_001354009","CBSL",552
"NM_001354012","CBSL",552
"NM_178581","HM13",427
"NM_001291309","PCSK6",798
"NM_001171183","EFCAB9",198
"NM_001638","APOF",327
"NM_004194","ADAM22",860
"NM_001391980","ADAM22",871
"NM_001391982","ADAM22",871
"NM_001391977","ADAM22",871
"NM_016351","ADAM22",871
"NM_001391978","ADAM22",871
"NM_001324417","ADAM22",871
"NM_001391981","ADAM22",871
"NM_001260476","WDR4",413
"NM_001260475","WDR4",413
"NM_001260474","WDR4",413
"NM_018669","WDR4",413
"NM_001260477","WDR4",413
"NM_001391975","ADAM22",900
"NM_021722","ADAM22",900
"NM_152730","TBC1D32",1258
"NM_001143853","PYM1",204
"NM_001008784","CD200R1L",272
"NM_000496","CRYBB2",206
"NM_001315533","PDE9A",467
"NM_001001568","PDE9A",467
"NM_001001582","PDE9A",553
"NM_203472","SELENOS",190
"NM_001001579","PDE9A",434
"NM_001001585","PDE9A",434
"NM_001001584","PDE9A",434
"NM_001001576","PDE9A",434
"NM_001001573","PDE9A",434
"NM_001001572","PDE9A",434
"NM_001001575","PDE9A",434
"NM_001001580","PDE9A",434
"NM_001001577","PDE9A",460
"NM_001001581","PDE9A",527
"NM_001001571","PDE9A",493
"NM_001040146","CHTF8",122
"NM_001001574","PDE9A",508
"NM_006178","NSF",745
"NM_001329976","LONRF1",774
"NM_152271","LONRF1",774
"NM_001030059","PLPP4",272
"NM_001318166","PLPP4",272
"NM_001318167","PLPP4",272
"NM_001206844","TGOLN2",380
"NM_001145146","CRHR1",445
"NM_001146162","TRIM77",451
"NM_001271942","TRIM77",451
"NM_001102386","GNAT3",355
"NM_001099781","GGT5",588
"NM_001377975","DLG2",553
"NM_001364","DLG2",871
"NM_014923","FNDC3A",1143
"NM_001199281","CABIN1",2221
"NM_024722","ACBD4",306
"NM_001199058","ARPIN-AP3S2",395
"NM_032714","INF2",235
"NM_001243226","TCF4",774
"NM_018964","SLC37A1",534
"NM_001084392","DDT",119
"NM_001286506","RSPH1",272
"NM_001042480","GEMIN8",243
"NM_030807","SLC2A11",504
"NM_001243467","UBASH3A",527
"NM_001932","MPP3",586
"NM_001353080","MPP3",586
"NM_001330233","MPP3",611
"NM_032405","TMPRSS3",345
"NM_001320494","VGLL3",327
"NM_016206","VGLL3",327
"NM_001288614","CST3",147
"NM_001009570","CCT7",340
"NM_001283026","NAPB",205
"NM_001271593","PPME1",401
"NM_031939","MRO",249
"NM_016818","ABCG1",667
"NM_001040129","SPINK13",95
"NM_001033873","SMAGP",98
"NM_001127699","SPINK5",917
"NM_001109619","HIGD1C",98
"NM_207627","ABCG1",669
"NM_207628","ABCG1",669
"NM_182559","TMPRSS12",349
"NM_058201","SPAG11B",134
"NM_001134462","NOTO",252
"NM_001190460","KRTAP9-1",251
"NM_001386841","KRTAP4-1",147
"NM_001352306","LARP4",725
"NM_001352312","LARP4",725
"NM_001352310","LARP4",725
"NM_001352309","LARP4",725
"NM_001352311","LARP4",725
"NM_052879","LARP4",725
"NM_001352321","LARP4",725
"NM_001352307","LARP4",725
"NM_001352313","LARP4",725
"NM_001352314","LARP4",725
"NM_033032","KRTAP2-2",124
"NM_006192","PAX1",535
"NM_182497","KRT40",432
"NM_001388167","MBD1",504
"NM_002384","MBD1",504
"NM_001039091","PRPS2",322
"NM_001130033","PLEKHB1",209
"NM_001388165","MBD1",550
"NM_001130034","PLEKHB1",225
"NM_001388166","MBD1",567
"NM_001388139","MBD1",567
"NM_001388164","MBD1",567
"NM_001388143","MBD1",567
"NM_001388142","MBD1",567
"NM_001204140","MBD1",567
"NM_001320731","ZBTB21",1067
"NM_001320729","ZBTB21",866
"NM_001098403","ZBTB21",866
"NM_001382353","CHD9",2898
"NM_001382355","CHD9",2898
"NM_020727","ZBTB21",1067
"NM_001387","DPYSL3",571
"NM_022042","SLC26A1",702
"NM_001363749","CSNK1D",428
"NM_134425","SLC26A1",225
"NM_001287740","STK32A",408
"NM_001193270","MSL3",510
"NM_015543","RAB1A",130
"NM_001005405","KRTAP5-11",157
"NM_001012710","KRTAP5-10",203
"NM_001365919","MSL1",615
"NM_021046","KRTAP5-8",188
"NM_001012503","KRTAP5-7",166
"NM_015123","FRMD4B",1035
"NM_001042692","WDPCP",588
"NM_145020","CFAP53",515
"NM_001040424","PRDM15",1142
"NM_007114","TMF1",1094
"NM_001378746","CYLD",954
"NM_001042412","CYLD",954
"NM_001378752","CYLD",954
"NM_001378747","CYLD",954
"NM_001378750","CYLD",954
"NM_001378748","CYLD",954
"NM_001378755","CYLD",954
"NM_014709","USP34",3547
"NM_001135099","TMPRSS2",530
"NM_018914","PCDHGA11",936
"NM_018927","PCDHGB7",930
"NM_001286270","HMOX2",317
"NM_002462","MX1",663
"NM_001308398","CEACAM5",702
"NM_001144925","MX1",663
"NM_181527","NAA20",167
"NM_032088","PCDHGA8",933
"NM_000852","GSTP1",211
"NM_018913","PCDHGA10",937
"NM_001287254","ZNF596",505
"NM_001042416","ZNF596",505
"NM_001042415","ZNF596",505
"NM_018903","PCDHA12",942
"NM_001100396","C2orf73",288
"NM_001369403","C2orf73",288
"NM_001164646","SFTPA1",249
"NM_001164644","SFTPA1",249
"NM_005411","SFTPA1",249
"NM_001077484","SLC38A1",488
"NM_030674","SLC38A1",488
"NM_001278389","SLC38A1",488
"NM_018902","PCDHA11",950
"NM_206964","FAM3B",188
"NM_001330530","EIPR1",415
"NM_019036","HMGCLL1",371
"NM_001243722","TP53TG3D",125
"NM_032482","DOT1L",1538
"NM_173601","GXYLT1",441
"NM_016212","TP53TG3",125
"NM_001040648","CRCP",72
"NM_001145473","LOXHD1",513
"NM_001198843","RBM4",144
"NM_001173129","LOXHD1",458
"NM_015037","ZSWIM8",1843
"NM_030974","SHARPIN",388
"NM_001037729","DEFB113",83
"NM_003339","UBE2D2",148
"NM_207499","PTCHD4",309
"NM_001291719","PRAME",510
"NM_001291715","PRAME",510
"NM_004046","ATP5F1A",554
"NM_001350296","GET1",141
"NM_001350295","GET1",141
"NM_001350294","GET1",141
"NM_001350293","GET1",141
"NM_058244","WNT8A",352
"NM_005485","PARP3",534
"NM_001003931","PARP3",534
"NM_001330543","EPSTI1",319
"NM_201381","PLEC",4516
"NM_007058","CAPN11",740
"NM_001143833","IQCF6",108
"NM_001168390","C10orf105",134
"NM_001171933","CDH23",1115
"NM_003935","TOP3B",863
"NM_003701","TNFSF11",318
"NM_182556","SLC25A45",289
"NM_001195822","HSDL2",346
"NM_032303","HSDL2",419
"NM_001079855","GYG2",471
"NM_001184702","GYG2",471
"NM_001001550","GRB10",537
"NM_025055","CCDC33",756
"NM_138957","MAPK1",361
"NM_014337","PPIL2",521
"NM_001317996","PPIL2",521
"NM_001145524","YPEL3",120
"NM_031477","YPEL3",158
"NM_021982","SEC24A",1094
"NM_001367486","SAC3D1",240
"NM_001114176","AEBP2",518
"NM_001363736","AEBP2",518
"NM_015459","ATL3",542
"NM_001308020","PIK3C3",825
"NM_001371350","YDJC",150
"NM_001134493","TOMM6",75
"NM_001382294","TOMM6",75
"NM_001100878","MROH6",720
"NM_001389607","USP19",1319
"NM_006677","USP19",1319
"NM_001389606","USP19",1319
"NM_001389597","USP19",1319
"NM_001351102","USP19",1269
"NM_001389608","USP19",1269
"NM_001351106","USP19",1269
"NM_001243429","ERG",364
"NM_001331025","ERG",456
"NM_001291391","ERG",464
"NM_001243428","ERG",487
"NM_170737","KCNJ15",376
"NM_001276439","KCNJ15",376
"NM_001276437","KCNJ15",376
"NM_001276438","KCNJ15",376
"NM_170736","KCNJ15",376
"NM_001318315","HSCB",144
"NM_001318314","HSCB",144
"NM_001099661","EIF3CL",915
"NM_001317856","EIF3CL",915
"NM_032623","MGARP",241
"NM_130438","DYRK1A",530
"NM_001048199","RCC1",422
"NM_001396","DYRK1A",764
"NM_001039717","ABHD18",415
"NM_005206","CRK",205
"NM_001130103","COL13A1",718
"NM_016499","TMEM216",85
"NM_001330285","TMEM216",85
"NM_001394584","KSR1",613
"NM_014238","KSR1",763
"NM_001331021","VPS26C",250
"NM_001331018","VPS26C",173
"NM_018327","SPTLC3",553
"NM_001349945","SPTLC3",553
"NM_001317954","GIN1",523
"NM_017676","GIN1",523
"NM_001370370","PLCXD1",324
"NM_001370372","PLCXD1",324
"NM_001370371","PLCXD1",324
"NM_003316","TTC3",2026
"NM_018170","RPRD1A",313
"NM_001301031","SLC24A1",1070
"NM_001363715","SEPTIN7",385
"NM_001375299","SEPTIN7",385
"NM_003965","CCRL2",345
"NM_001190790","CDRT15L2",282
"NM_001085458","CTNND1",969
"NM_018848","MKKS",571
"NM_001099756","SYBU",661
"NM_016309","LCMT1",335
"NM_001170330","C4orf3",200
"NM_001099218","RAD51AP2",1160
"NM_001321233","RAD51AP2",1160
"NM_016430","PIGP",109
"NM_001042734","SEC24B",1234
"NM_001318086","SEC24B",1234
"NM_001390","DTNA",744
"NM_001242784","HLCS",727
"NM_001198939","DTNA",691
"NM_032518","COL25A1",643
"NM_001256074","COL25A1",646
"NM_198721","COL25A1",655
"NM_001008695","THAP7",310
"NM_001145127","EVPLL",302
"NM_001146079","CLDN14",240
"NM_001146078","CLDN14",240
"NM_144492","CLDN14",240
"NM_017758","ALKBH5",395
"NM_012130","CLDN14",240
"NM_001287444","DCDC2C",365
"NM_001365580","DCDC2C",365
"NM_001289161","MICB",341
"NM_005128","DOP1B",2299
"NM_015025","MYT1L",1185
"NM_001130160","STOX1",170
"NM_001018060","AIFM3",599
"NM_001130159","STOX1",228
"NM_144704","AIFM3",606
"NM_001130161","STOX1",990
"NM_001042747","FGR",530
"NM_001130091","DRC3",458
"NM_001130092","DRC3",458
"NM_001130090","DRC3",524
"NM_031294","DRC3",524
"NM_001042417","RUFY2",404
"NM_001385022","FAM214A",938
"NM_001385023","FAM214A",938
"NM_001007261","SETD4",284
"NM_001007259","SETD4",308
"NM_001286752","SETD4",417
